"SORTR","YEAR","Level","RESA_NAME","SYSTEMID","SYSTEMNAME","SCHOOLID","SCHOOLNAME","CATEGORY","SUBGROUP","ACDMC_LVL_CD","TOTAL_STUDENTS_TESTED","STUDENTS_WITH_LEXILE","LEXILE_ON_OR_ABOVE_MIDPOINT","PCT_ON_OR_ABOVE_MIDPOINT","LEXILE_BELOW_GRADE_LEVEL","PCT_BELOW_GRADELEVEL","LEXILE_ON_GRADELEVEL_BELOW_MIDPOINT","PCT_LEXILE_ON_GRADELEVEL_BELOW_MIDPOINT","LEXILE_ON_GRADELEVEL_ABOVE_MIDPOINT","PCT_LEXILE_ON_GRADELEVEL_ABOVE_MIDPOINT","LEXILE_ABOVE_GRADE_LEVEL","PCT_LEXILE_ABOVE_GRADE_LEVEL"
3,2018,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","3060","Forrest Road Elementary School","All Students","All Students","05","48","48",19,"39.5833",14,"29.1667",15,"31.25",6,"12.5",13,"27.0833"
3,2018,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","3060","Forrest Road Elementary School","All Students","All Students","03","54","54",23,"42.5926",13,"24.0741",18,"33.3333",16,"29.6296",7,"12.963"
3,2018,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","0178","Fort Middle School","All Students","All Students","08","190","190",84,"44.2105",80,"42.1053",26,"13.6842",38,"20",46,"24.2105"
3,2018,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","0102","Fox Elementary School","All Students","All Students","03","59","59",9,"15.2542",32,"54.2373",18,"30.5085",6,"10.1695",3,"5.0847"
3,2018,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","0102","Fox Elementary School","All Students","All Students","05","44","44",19,"43.1818",12,"27.2727",13,"29.5455",10,"22.7273",9,"20.4545"
3,2018,"School Level","Northwest Georgia RESA","710","Paulding County","0210","Sara M. Ragsdale Elementary","All Students","All Students","03","105","105",42,"40",29,"27.619",34,"32.381",25,"23.8095",17,"16.1905"
3,2018,"School Level","Northwest Georgia RESA","710","Paulding County","0192","South Paulding Middle School","All Students","All Students","08","124","124",79,"63.7097",34,"27.4194",11,"8.871",36,"29.0323",43,"34.6774"
3,2018,"School Level","Northwest Georgia RESA","710","Paulding County","4052","Union Elementary School","All Students","All Students","03","73","73",38,"52.0548",6,"8.2192",29,"39.726",25,"34.2466",13,"17.8082"
3,2018,"School Level","Northwest Georgia RESA","710","Paulding County","4052","Union Elementary School","All Students","All Students","05","75","75",56,"74.6667",3,"4",16,"21.3333",11,"14.6667",45,"60"
3,2018,"School Level","Northwest Georgia RESA","710","Paulding County","0113","WC Abney Elementary","All Students","All Students","03","189","189",104,"55.0265",26,"13.7566",59,"31.2169",55,"29.1005",49,"25.9259"
3,2018,"School Level","Northwest Georgia RESA","710","Paulding County","0113","WC Abney Elementary","All Students","All Students","05","169","169",115,"68.0473",14,"8.284",40,"23.6686",39,"23.0769",76,"44.9704"
3,2018,"School Level","Middle Georgia RESA","711","Peach County","1050","Byron Elementary School","All Students","All Students","05","114","114",58,"50.8772",30,"26.3158",26,"22.807",22,"19.2982",36,"31.5789"
3,2018,"School Level","Middle Georgia RESA","711","Peach County","1050","Byron Elementary School","All Students","All Students","03","108","108",67,"62.037",15,"13.8889",26,"24.0741",36,"33.3333",31,"28.7037"
3,2018,"School Level","Middle Georgia RESA","711","Peach County","0197","Byron Middle School","All Students","All Students","08","96","96",66,"68.75",25,"26.0417",5,"5.2083",16,"16.6667",50,"52.0833"
3,2018,"School Level","Middle Georgia RESA","711","Peach County","0191","Fort Valley Middle School","All Students","All Students","08","129","129",58,"44.9612",53,"41.0853",18,"13.9535",27,"20.9302",31,"24.031"
3,2018,"School Level","First District RESA","625","Savannah-Chatham County","0194","Georgetown School","All Students","All Students","03","79","79",37,"46.8354",15,"18.9873",27,"34.1772",20,"25.3165",17,"21.519"
3,2018,"School Level","First District RESA","625","Savannah-Chatham County","0211","Godley Station School","All Students","All Students","08","153","153",112,"73.2026",27,"17.6471",14,"9.1503",30,"19.6078",82,"53.5948"
3,2018,"School Level","First District RESA","625","Savannah-Chatham County","0211","Godley Station School","All Students","All Students","05","170","170",91,"53.5294",38,"22.3529",41,"24.1176",32,"18.8235",59,"34.7059"
3,2018,"School Level","First District RESA","625","Savannah-Chatham County","0211","Godley Station School","All Students","All Students","03","186","186",98,"52.6882",45,"24.1935",43,"23.1183",52,"27.957",46,"24.7312"
3,2018,"School Level","First District RESA","625","Savannah-Chatham County","2056","Gould Elementary School","All Students","All Students","05","141","141",64,"45.3901",31,"21.9858",46,"32.6241",24,"17.0213",40,"28.3688"
3,2018,"School Level","First District RESA","625","Savannah-Chatham County","2056","Gould Elementary School","All Students","All Students","03","134","134",52,"38.806",34,"25.3731",48,"35.8209",41,"30.597",11,"8.209"
3,2018,"School Level","First District RESA","625","Savannah-Chatham County","4056","Haven Elementary School","All Students","All Students","03","61","61",6,"9.8361",37,"60.6557",18,"29.5082",5,"8.1967",1,"1.6393"
3,2018,"School Level","First District RESA","625","Savannah-Chatham County","4056","Haven Elementary School","All Students","All Students","05","50","50",15,"30",24,"48",11,"22",10,"20",5,"10"
3,2018,"School Level","Coastal Plains RESA","692","Lowndes County","0100","Dewar Elementary","All Students","All Students","03","122","122",73,"59.8361",16,"13.1148",33,"27.0492",40,"32.7869",33,"27.0492"
3,2018,"School Level","Coastal Plains RESA","692","Lowndes County","0100","Dewar Elementary","All Students","All Students","05","101","101",61,"60.396",11,"10.8911",29,"28.7129",17,"16.8317",44,"43.5644"
3,2018,"School Level","Coastal Plains RESA","692","Lowndes County","0195","Hahira Elementary School","All Students","All Students","03","113","113",68,"60.177",11,"9.7345",34,"30.0885",36,"31.8584",32,"28.3186"
3,2018,"School Level","Coastal Plains RESA","692","Lowndes County","0195","Hahira Elementary School","All Students","All Students","05","146","146",83,"56.8493",21,"14.3836",42,"28.7671",23,"15.7534",60,"41.0959"
3,2018,"School Level","Coastal Plains RESA","692","Lowndes County","3050","Hahira Middle School","All Students","All Students","08","241","241",180,"74.6888",26,"10.7884",35,"14.5228",57,"23.6515",123,"51.0373"
3,2018,"School Level","Coastal Plains RESA","692","Lowndes County","4050","Lake Park Elementary School","All Students","All Students","03","121","121",70,"57.8512",14,"11.5702",37,"30.5785",40,"33.0579",30,"24.7934"
3,2018,"School Level","Coastal Plains RESA","692","Lowndes County","4050","Lake Park Elementary School","All Students","All Students","05","109","109",55,"50.4587",30,"27.5229",24,"22.0183",22,"20.1835",33,"30.2752"
3,2018,"School Level","Coastal Plains RESA","692","Lowndes County","1052","Lowndes Middle School","All Students","All Students","08","238","238",140,"58.8235",66,"27.7311",32,"13.4454",56,"23.5294",84,"35.2941"
3,2018,"School Level","Coastal Plains RESA","692","Lowndes County","0194","Moulton-Branch Elementary School","All Students","All Students","03","91","91",51,"56.044",9,"9.8901",31,"34.0659",28,"30.7692",23,"25.2747"
3,2018,"School Level","Coastal Plains RESA","692","Lowndes County","0194","Moulton-Branch Elementary School","All Students","All Students","05","79","79",45,"56.962",17,"21.519",17,"21.519",7,"8.8608",38,"48.1013"
3,2018,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","5060","Gentian Elementary School","All Students","All Students","05","78","78",45,"57.6923",14,"17.9487",19,"24.359",13,"16.6667",32,"41.0256"
3,2018,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","5060","Gentian Elementary School","All Students","All Students","03","48","48",22,"45.8333",9,"18.75",17,"35.4167",17,"35.4167",5,"10.4167"
3,2018,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","1062","Georgetown Elementary School","All Students","All Students","03","75","75",15,"20",41,"54.6667",19,"25.3333",11,"14.6667",4,"5.3333"
3,2018,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","1062","Georgetown Elementary School","All Students","All Students","05","83","83",28,"33.7349",34,"40.9639",21,"25.3012",12,"14.4578",16,"19.2771"
3,2018,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","0191","Hannan Elementary","All Students","All Students","05","70","70",56,"80",5,"7.1429",9,"12.8571",7,"10",49,"70"
3,2018,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","0191","Hannan Elementary","All Students","All Students","03","80","80",37,"46.25",25,"31.25",18,"22.5",18,"22.5",19,"23.75"
3,2018,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","4062","Johnson Elementary School","All Students","All Students","05","71","71",37,"52.1127",16,"22.5352",18,"25.3521",16,"22.5352",21,"29.5775"
3,2018,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","4062","Johnson Elementary School","All Students","All Students","03","53","53",23,"43.3962",14,"26.4151",16,"30.1887",13,"24.5283",10,"18.8679"
3,2018,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","2064","Key Elementary School","All Students","All Students","05","77","77",31,"40.2597",29,"37.6623",17,"22.0779",11,"14.2857",20,"25.974"
3,2018,"School Level","Middle Georgia RESA","711","Peach County","0210","Hunt Elementary School","All Students","All Students","05","84","84",27,"32.1429",31,"36.9048",26,"30.9524",14,"16.6667",13,"15.4762"
3,2018,"School Level","Middle Georgia RESA","711","Peach County","0210","Hunt Elementary School","All Students","All Students","03","99","99",21,"21.2121",40,"40.404",38,"38.3838",19,"19.1919",2,"2.0202"
3,2018,"School Level","Middle Georgia RESA","711","Peach County","0110","Kay Road Elementary","All Students","All Students","05","84","84",33,"39.2857",31,"36.9048",20,"23.8095",16,"19.0476",17,"20.2381"
3,2018,"School Level","Middle Georgia RESA","711","Peach County","0110","Kay Road Elementary","All Students","All Students","03","94","94",34,"36.1702",30,"31.9149",30,"31.9149",21,"22.3404",13,"13.8298"
3,2018,"School Level","Southwest Georgia RESA","784","Pelham City","0201","Pelham City Middle School","All Students","All Students","08","85","85",56,"65.8824",21,"24.7059",8,"9.4118",21,"24.7059",35,"41.1765"
3,2018,"School Level","Southwest Georgia RESA","784","Pelham City","3050","Pelham Elementary School","All Students","All Students","05","116","116",42,"36.2069",38,"32.7586",36,"31.0345",17,"14.6552",25,"21.5517"
3,2018,"School Level","Southwest Georgia RESA","784","Pelham City","3050","Pelham Elementary School","All Students","All Students","03","105","105",37,"35.2381",35,"33.3333",33,"31.4286",26,"24.7619",11,"10.4762"
3,2018,"School Level","North Georgia RESA","712","Pickens County","0106","Harmony Elementary School","All Students","All Students","03","83","83",38,"45.7831",21,"25.3012",24,"28.9157",17,"20.4819",21,"25.3012"
3,2018,"School Level","North Georgia RESA","712","Pickens County","0106","Harmony Elementary School","All Students","All Students","05","121","121",61,"50.4132",41,"33.8843",19,"15.7025",18,"14.876",43,"35.5372"
3,2018,"School Level","North Georgia RESA","712","Pickens County","0103","Hill City Elementary School","All Students","All Students","05","99","99",50,"50.5051",33,"33.3333",16,"16.1616",11,"11.1111",39,"39.3939"
3,2018,"School Level","Central Savannah River RESA","721","Richmond County","1065","Windsor Spring Road Elementary School","All Students","All Students","03","74","74",23,"31.0811",31,"41.8919",20,"27.027",16,"21.6216",7,"9.4595"
3,2018,"School Level","Metro RESA","722","Rockdale County","0379","Alpha Academy","All Students","All Students","08","13","13",2,"15.3846",8,"61.5385",3,"23.0769",2,"15.3846",0,"0"
3,2018,"School Level","Metro RESA","722","Rockdale County","0379","Alpha Academy","All Students","All Students","05","TFS","TFS",0,"TFS",1,"TFS",0,"TFS",0,"TFS",0,"TFS"
3,2018,"School Level","Metro RESA","722","Rockdale County","0178","Barksdale Elementary School","All Students","All Students","03","95","95",48,"50.5263",13,"13.6842",34,"35.7895",24,"25.2632",24,"25.2632"
3,2018,"School Level","Metro RESA","722","Rockdale County","0178","Barksdale Elementary School","All Students","All Students","05","94","94",63,"67.0213",13,"13.8298",18,"19.1489",17,"18.0851",46,"48.9362"
3,2018,"School Level","Metro RESA","722","Rockdale County","0278","Conyers Middle School","All Students","All Students","08","299","299",164,"54.8495",95,"31.7726",40,"13.3779",60,"20.0669",104,"34.7826"
3,2018,"School Level","Metro RESA","722","Rockdale County","0378","Edwards Middle School","All Students","All Students","08","301","301",169,"56.1462",91,"30.2326",41,"13.6213",63,"20.9302",106,"35.2159"
3,2018,"School Level","Metro RESA","722","Rockdale County","2050","Flat Shoals Elementary School","All Students","All Students","03","135","135",52,"38.5185",41,"30.3704",42,"31.1111",24,"17.7778",28,"20.7407"
3,2018,"School Level","Metro RESA","722","Rockdale County","2050","Flat Shoals Elementary School","All Students","All Students","05","114","114",65,"57.0175",24,"21.0526",25,"21.9298",25,"21.9298",40,"35.0877"
3,2018,"School Level","Metro RESA","722","Rockdale County","0107","General Ray Davis Middle School","All Students","All Students","08","354","354",258,"72.8814",67,"18.9266",29,"8.1921",71,"20.0565",187,"52.8249"
3,2018,"School Level","Coastal Plains RESA","692","Lowndes County","0211","Pine Grove Elementary School","All Students","All Students","03","114","114",69,"60.5263",8,"7.0175",37,"32.4561",38,"33.3333",31,"27.193"
3,2018,"School Level","Coastal Plains RESA","692","Lowndes County","0211","Pine Grove Elementary School","All Students","All Students","05","129","129",81,"62.7907",25,"19.3798",23,"17.8295",24,"18.6047",57,"44.186"
3,2018,"School Level","Coastal Plains RESA","692","Lowndes County","0112","Pine Grove Middle School","All Students","All Students","08","242","242",200,"82.6446",16,"6.6116",26,"10.7438",57,"23.5537",143,"59.0909"
3,2018,"School Level","Coastal Plains RESA","692","Lowndes County","0111","Westside Elementary School","All Students","All Students","03","130","130",92,"70.7692",15,"11.5385",23,"17.6923",44,"33.8462",48,"36.9231"
3,2018,"School Level","Coastal Plains RESA","692","Lowndes County","0111","Westside Elementary School","All Students","All Students","05","152","152",107,"70.3947",17,"11.1842",28,"18.4211",24,"15.7895",83,"54.6053"
3,2018,"School Level","Pioneer RESA","693","Lumpkin County","0103","Blackburn Elementary School","All Students","All Students","05","131","131",78,"59.542",29,"22.1374",24,"18.3206",19,"14.5038",59,"45.0382"
3,2018,"School Level","Pioneer RESA","693","Lumpkin County","0103","Blackburn Elementary School","All Students","All Students","03","104","104",58,"55.7692",21,"20.1923",25,"24.0385",34,"32.6923",24,"23.0769"
3,2018,"School Level","Pioneer RESA","693","Lumpkin County","0191","Long Branch Elementary School","All Students","All Students","03","77","77",37,"48.0519",16,"20.7792",24,"31.1688",21,"27.2727",16,"20.7792"
