"SORTR","YEAR","Level","RESA_NAME","SYSTEMID","SYSTEMNAME","SCHOOLID","SCHOOLNAME","CATEGORY","SUBGROUP","ACDMC_LVL_CD","TOTAL_STUDENTS_TESTED","STUDENTS_WITH_LEXILE","LEXILE_ON_OR_ABOVE_MIDPOINT","PCT_ON_OR_ABOVE_MIDPOINT","LEXILE_BELOW_GRADE_LEVEL","PCT_BELOW_GRADELEVEL","LEXILE_ON_GRADELEVEL_BELOW_MIDPOINT","PCT_LEXILE_ON_GRADELEVEL_BELOW_MIDPOINT","LEXILE_ON_GRADELEVEL_ABOVE_MIDPOINT","PCT_LEXILE_ON_GRADELEVEL_ABOVE_MIDPOINT","LEXILE_ABOVE_GRADE_LEVEL","PCT_LEXILE_ABOVE_GRADE_LEVEL"
3,2021,"School Level","First District RESA","738","Toombs County","4050","Toombs Central Elementary School","All Students","All Students","05","62","62",40,"64.5161",16,"25.8065",6,"9.6774",12,"19.3548",28,"45.1613"
3,2021,"School Level","First District RESA","738","Toombs County","0103","Toombs County Middle School","All Students","All Students","08","230","230",118,"51.3043",81,"35.2174",31,"13.4783",37,"16.087",81,"35.2174"
3,2021,"School Level","Pioneer RESA","739","Towns County","0103","Towns County Elementary School","All Students","All Students","05","59","59",38,"64.4068",12,"20.339",9,"15.2542",14,"23.7288",24,"40.678"
3,2021,"School Level","Pioneer RESA","739","Towns County","0103","Towns County Elementary School","All Students","All Students","03","66","66",26,"39.3939",26,"39.3939",14,"21.2121",14,"21.2121",12,"18.1818"
3,2021,"School Level","Pioneer RESA","739","Towns County","0104","Towns County Middle School","All Students","All Students","08","73","73",56,"76.7123",7,"9.589",10,"13.6986",18,"24.6575",38,"52.0548"
3,2021,"School Level","First District RESA","625","Savannah-Chatham County","4052","Bloomingdale Elementary School","All Students","All Students","03","42","42",5,"11.9048",25,"59.5238",12,"28.5714",3,"7.1429",2,"4.7619"
3,2021,"School Level","First District RESA","625","Savannah-Chatham County","5052","Butler Elementary School","All Students","All Students","05","24","24",5,"20.8333",14,"58.3333",5,"20.8333",1,"4.1667",4,"16.6667"
3,2021,"School Level","First District RESA","625","Savannah-Chatham County","5052","Butler Elementary School","All Students","All Students","03","18","18",1,"5.5556",14,"77.7778",3,"16.6667",1,"5.5556",0,"0"
3,2021,"School Level","First District RESA","625","Savannah-Chatham County","0109","Coastal Empire Montessori Charter School","All Students","All Students","03","26","26",7,"26.9231",14,"53.8462",5,"19.2308",3,"11.5385",4,"15.3846"
3,2021,"School Level","First District RESA","625","Savannah-Chatham County","0109","Coastal Empire Montessori Charter School","All Students","All Students","05","21","21",12,"57.1429",8,"38.0952",1,"4.7619",7,"33.3333",5,"23.8095"
3,2021,"School Level","First District RESA","625","Savannah-Chatham County","0311","Coastal Middle School","All Students","All Students","08","89","89",40,"44.9438",33,"37.0787",16,"17.9775",12,"13.4831",28,"31.4607"
3,2021,"School Level","First District RESA","625","Savannah-Chatham County","0201","DeRenne Middle School","All Students","All Students","08","72","72",17,"23.6111",42,"58.3333",13,"18.0556",4,"5.5556",13,"18.0556"
3,2021,"School Level","Northeast Georgia RESA","786","Social Circle City","0200","Social Circle Elementary School","All Students","All Students","03","111","111",58,"52.2523",29,"26.1261",24,"21.6216",26,"23.4234",32,"28.8288"
3,2021,"School Level","Northeast Georgia RESA","786","Social Circle City","0200","Social Circle Elementary School","All Students","All Students","05","133","133",88,"66.1654",30,"22.5564",15,"11.2782",34,"25.5639",54,"40.6015"
3,2021,"School Level","Northeast Georgia RESA","786","Social Circle City","0103","Social Circle Middle School","All Students","All Students","08","154","154",79,"51.2987",53,"34.4156",22,"14.2857",28,"18.1818",51,"33.1169"
3,2021,"School Level","State Charter Schools","7830623","State Charter Schools II- Academy For Classical Education","0623","Academy For Classical Education","All Students","All Students","08","143","143",122,"85.3147",11,"7.6923",10,"6.993",20,"13.986",102,"71.3287"
3,2021,"School Level","State Charter Schools","7830623","State Charter Schools II- Academy For Classical Education","0623","Academy For Classical Education","All Students","All Students","05","151","151",122,"80.7947",7,"4.6358",22,"14.5695",41,"27.1523",81,"53.6424"
3,2021,"School Level","State Charter Schools","7830623","State Charter Schools II- Academy For Classical Education","0623","Academy For Classical Education","All Students","All Students","03","144","144",104,"72.2222",9,"6.25",31,"21.5278",41,"28.4722",63,"43.75"
3,2021,"School Level","State Charter Schools","7820120","State Charter Schools- Georgia Cyber Academy","0120","Georgia Cyber Academy","All Students","All Students","08","679","679",455,"67.0103",152,"22.3859",72,"10.6038",105,"15.4639",350,"51.5464"
3,2021,"School Level","State Charter Schools","7820120","State Charter Schools- Georgia Cyber Academy","0120","Georgia Cyber Academy","All Students","All Students","03","577","577",246,"42.6343",212,"36.7418",119,"20.6239",127,"22.0104",119,"20.6239"
3,2021,"School Level","State Charter Schools","7820616","State Charter Schools- Georgia School for Innovation and the Classics","0616","Georgia School for Innovation and the Classics","All Students","All Students","03","63","63",26,"41.2698",24,"38.0952",13,"20.6349",11,"17.4603",15,"23.8095"
3,2021,"School Level","State Charter Schools","7820616","State Charter Schools- Georgia School for Innovation and the Classics","0616","Georgia School for Innovation and the Classics","All Students","All Students","05","63","63",40,"63.4921",15,"23.8095",8,"12.6984",18,"28.5714",22,"34.9206"
3,2021,"School Level","State Charter Schools","7820616","State Charter Schools- Georgia School for Innovation and the Classics","0616","Georgia School for Innovation and the Classics","All Students","All Students","08","62","62",38,"61.2903",14,"22.5806",10,"16.129",8,"12.9032",30,"48.3871"
3,2021,"School Level","State Charter Schools","7820614","State Charter Schools- International Charter School of Atlanta","0614","International Charter School of Atlanta","All Students","All Students","05","68","68",59,"86.7647",1,"1.4706",8,"11.7647",18,"26.4706",41,"60.2941"
3,2021,"School Level","First District RESA","625","Savannah-Chatham County","4054","Ellis Elementary School","All Students","All Students","05","29","29",17,"58.6207",8,"27.5862",4,"13.7931",7,"24.1379",10,"34.4828"
3,2021,"School Level","First District RESA","625","Savannah-Chatham County","4054","Ellis Elementary School","All Students","All Students","08","21","21",12,"57.1429",4,"19.0476",5,"23.8095",0,"0",12,"57.1429"
3,2021,"School Level","First District RESA","625","Savannah-Chatham County","4054","Ellis Elementary School","All Students","All Students","03","32","32",14,"43.75",14,"43.75",4,"12.5",6,"18.75",8,"25"
3,2021,"School Level","First District RESA","625","Savannah-Chatham County","0192","Esther F. Garrison School of Visual and Performing Arts","All Students","All Students","05","40","40",33,"82.5",3,"7.5",4,"10",10,"25",23,"57.5"
3,2021,"School Level","First District RESA","625","Savannah-Chatham County","0192","Esther F. Garrison School of Visual and Performing Arts","All Students","All Students","03","39","39",20,"51.2821",13,"33.3333",6,"15.3846",13,"33.3333",7,"17.9487"
3,2021,"School Level","First District RESA","625","Savannah-Chatham County","0192","Esther F. Garrison School of Visual and Performing Arts","All Students","All Students","08","23","23",22,"95.6522",0,"0",1,"4.3478",3,"13.0435",19,"82.6087"
3,2021,"School Level","First District RESA","625","Savannah-Chatham County","1056","Gadsden Elementary School","All Students","All Students","05","28","28",4,"14.2857",21,"75",3,"10.7143",2,"7.1429",2,"7.1429"
3,2021,"School Level","State Charter Schools","7830410","State Charter Schools II- Atlanta Heights Charter School","0410","Atlanta Heights Charter School","All Students","All Students","03","32","32",6,"18.75",18,"56.25",8,"25",5,"15.625",1,"3.125"
3,2021,"School Level","State Charter Schools","7830410","State Charter Schools II- Atlanta Heights Charter School","0410","Atlanta Heights Charter School","All Students","All Students","05","26","26",7,"26.9231",14,"53.8462",5,"19.2308",3,"11.5385",4,"15.3846"
3,2021,"School Level","State Charter Schools","7830410","State Charter Schools II- Atlanta Heights Charter School","0410","Atlanta Heights Charter School","All Students","All Students","08","10","10",3,"30",5,"50",2,"20",0,"0",3,"30"
3,2021,"School Level","State Charter Schools","7830630","State Charter Schools II- Baconton Community Charter School","0630","Baconton Community Charter School","All Students","All Students","05","79","79",49,"62.0253",18,"22.7848",12,"15.1899",20,"25.3165",29,"36.7089"
3,2021,"School Level","State Charter Schools","7830630","State Charter Schools II- Baconton Community Charter School","0630","Baconton Community Charter School","All Students","All Students","08","70","70",42,"60",20,"28.5714",8,"11.4286",11,"15.7143",31,"44.2857"
3,2021,"School Level","State Charter Schools","7830630","State Charter Schools II- Baconton Community Charter School","0630","Baconton Community Charter School","All Students","All Students","03","73","73",27,"36.9863",33,"45.2055",13,"17.8082",17,"23.2877",10,"13.6986"
3,2021,"School Level","Heart of Georgia RESA","740","Treutlen County","0113","Treutlen Elementary School","All Students","All Students","05","93","93",36,"38.7097",41,"44.086",16,"17.2043",14,"15.0538",22,"23.6559"
3,2021,"School Level","Heart of Georgia RESA","740","Treutlen County","0113","Treutlen Elementary School","All Students","All Students","03","71","71",26,"36.6197",33,"46.4789",12,"16.9014",15,"21.1268",11,"15.493"
3,2021,"School Level","Heart of Georgia RESA","740","Treutlen County","0213","Treutlen Middle/High School","All Students","All Students","08","63","63",19,"30.1587",26,"41.2698",18,"28.5714",3,"4.7619",16,"25.3968"
3,2021,"School Level","Northwest Georgia RESA","791","Trion City","0101","Trion Elementary School","All Students","All Students","03","92","92",46,"50",21,"22.8261",25,"27.1739",25,"27.1739",21,"22.8261"
3,2021,"School Level","Northwest Georgia RESA","791","Trion City","0101","Trion Elementary School","All Students","All Students","05","89","89",63,"70.7865",15,"16.8539",11,"12.3596",28,"31.4607",35,"39.3258"
3,2021,"School Level","Northwest Georgia RESA","791","Trion City","0201","Trion Middle School","All Students","All Students","08","102","102",79,"77.451",11,"10.7843",12,"11.7647",21,"20.5882",58,"56.8627"
3,2021,"School Level","West Georgia RESA","741","Troup County","5052","Berta Weathersbee Elementary School","All Students","All Students","05","32","32",11,"34.375",19,"59.375",2,"6.25",7,"21.875",4,"12.5"
3,2021,"School Level","West Georgia RESA","741","Troup County","5052","Berta Weathersbee Elementary School","All Students","All Students","03","34","34",6,"17.6471",23,"67.6471",5,"14.7059",4,"11.7647",2,"5.8824"
3,2021,"School Level","First District RESA","625","Savannah-Chatham County","1056","Gadsden Elementary School","All Students","All Students","03","36","36",9,"25",25,"69.4444",2,"5.5556",6,"16.6667",3,"8.3333"
3,2021,"School Level","First District RESA","625","Savannah-Chatham County","0197","Garden City Elementary School","All Students","All Students","05","18","18",6,"33.3333",9,"50",3,"16.6667",3,"16.6667",3,"16.6667"
3,2021,"School Level","First District RESA","625","Savannah-Chatham County","0197","Garden City Elementary School","All Students","All Students","03","TFS","TFS",0,"TFS",5,"TFS",4,"TFS",0,"TFS",0,"TFS"
3,2021,"School Level","First District RESA","625","Savannah-Chatham County","0194","Georgetown Elementary School","All Students","All Students","03","34","34",7,"20.5882",18,"52.9412",9,"26.4706",3,"8.8235",4,"11.7647"
3,2021,"School Level","First District RESA","625","Savannah-Chatham County","0194","Georgetown Elementary School","All Students","All Students","08","22","22",12,"54.5455",9,"40.9091",1,"4.5455",5,"22.7273",7,"31.8182"
3,2021,"School Level","First District RESA","625","Savannah-Chatham County","0194","Georgetown Elementary School","All Students","All Students","05","30","30",11,"36.6667",17,"56.6667",2,"6.6667",5,"16.6667",6,"20"
3,2021,"School Level","First District RESA","625","Savannah-Chatham County","0211","Godley Station School","All Students","All Students","05","102","102",44,"43.1373",45,"44.1176",13,"12.7451",19,"18.6275",25,"24.5098"
3,2021,"School Level","State Charter Schools","7830613","State Charter Schools II- Brookhaven Innovation Academy","0613","Brookhaven Innovation Academy","All Students","All Students","08","18","18",13,"72.2222",2,"11.1111",3,"16.6667",3,"16.6667",10,"55.5556"
3,2021,"School Level","State Charter Schools","7830613","State Charter Schools II- Brookhaven Innovation Academy","0613","Brookhaven Innovation Academy","All Students","All Students","03","58","58",29,"50",23,"39.6552",6,"10.3448",13,"22.4138",16,"27.5862"
3,2021,"School Level","State Charter Schools","7830613","State Charter Schools II- Brookhaven Innovation Academy","0613","Brookhaven Innovation Academy","All Students","All Students","05","47","47",26,"55.3191",15,"31.9149",6,"12.766",12,"25.5319",14,"29.7872"
3,2021,"School Level","Southwest Georgia RESA","789","Thomasville City","4050","Harper Elementary School","All Students","All Students","05","37","37",11,"29.7297",20,"54.0541",6,"16.2162",7,"18.9189",4,"10.8108"
3,2021,"School Level","Southwest Georgia RESA","789","Thomasville City","4050","Harper Elementary School","All Students","All Students","03","42","42",3,"7.1429",30,"71.4286",9,"21.4286",2,"4.7619",1,"2.381"
3,2021,"School Level","Southwest Georgia RESA","789","Thomasville City","5050","Jerger Elementary School","All Students","All Students","05","91","91",61,"67.033",16,"17.5824",14,"15.3846",18,"19.7802",43,"47.2527"
3,2021,"School Level","Northwest Georgia RESA","785","Rome City","0376","Anna K. Davie Elementary","All Students","All Students","05","42","42",12,"28.5714",22,"52.381",8,"19.0476",8,"19.0476",4,"9.5238"
3,2021,"School Level","Northwest Georgia RESA","785","Rome City","0275","East Central Elementary School","All Students","All Students","03","70","70",30,"42.8571",25,"35.7143",15,"21.4286",19,"27.1429",11,"15.7143"
3,2021,"School Level","Northwest Georgia RESA","785","Rome City","0275","East Central Elementary School","All Students","All Students","05","69","69",35,"50.7246",23,"33.3333",11,"15.942",15,"21.7391",20,"28.9855"
3,2021,"School Level","Northwest Georgia RESA","785","Rome City","0105","Elm Street Elementary","All Students","All Students","05","74","74",22,"29.7297",41,"55.4054",11,"14.8649",9,"12.1622",13,"17.5676"
3,2021,"School Level","Northwest Georgia RESA","785","Rome City","0105","Elm Street Elementary","All Students","All Students","03","72","72",12,"16.6667",45,"62.5",15,"20.8333",8,"11.1111",4,"5.5556"
3,2021,"School Level","Northwest Georgia RESA","785","Rome City","0377","Main Elementary School","All Students","All Students","05","45","45",13,"28.8889",22,"48.8889",10,"22.2222",9,"20",4,"8.8889"
3,2021,"School Level","Northwest Georgia RESA","785","Rome City","0377","Main Elementary School","All Students","All Students","03","54","54",6,"11.1111",38,"70.3704",10,"18.5185",4,"7.4074",2,"3.7037"
3,2021,"School Level","Northwest Georgia RESA","785","Rome City","0293","Rome Middle School","All Students","All Students","08","458","458",213,"46.5066",182,"39.738",63,"13.7555",61,"13.3188",152,"33.1878"
3,2021,"School Level","Northwest Georgia RESA","785","Rome City","0173","West Central Elementary School","All Students","All Students","03","58","58",14,"24.1379",31,"53.4483",13,"22.4138",9,"15.5172",5,"8.6207"
3,2021,"School Level","First District RESA","625","Savannah-Chatham County","0124","The STEM Academy at Bartlett","All Students","All Students","08","34","34",29,"85.2941",3,"8.8235",2,"5.8824",3,"8.8235",26,"76.4706"
3,2021,"School Level","First District RESA","625","Savannah-Chatham County","0125","Tybee Island Maritime Academy School","All Students","All Students","03","44","44",20,"45.4545",11,"25",13,"29.5455",10,"22.7273",10,"22.7273"
3,2021,"School Level","First District RESA","625","Savannah-Chatham County","0125","Tybee Island Maritime Academy School","All Students","All Students","05","49","49",37,"75.5102",6,"12.2449",6,"12.2449",15,"30.6122",22,"44.898"
3,2021,"School Level","First District RESA","625","Savannah-Chatham County","0107","UHS of Savannah Coastal Harbor Treatment Center","All Students","All Students","08","TFS","TFS",1,"TFS",7,"TFS",0,"TFS",1,"TFS",0,"TFS"
3,2021,"School Level","First District RESA","625","Savannah-Chatham County","0107","UHS of Savannah Coastal Harbor Treatment Center","All Students","All Students","05","TFS","TFS",0,"TFS",3,"TFS",1,"TFS",0,"TFS",0,"TFS"
3,2021,"School Level","First District RESA","625","Savannah-Chatham County","0107","UHS of Savannah Coastal Harbor Treatment Center","All Students","All Students","03","TFS","TFS",0,"TFS",1,"TFS",1,"TFS",0,"TFS",0,"TFS"
3,2021,"School Level","First District RESA","625","Savannah-Chatham County","0200","West Chatham Elementary School","All Students","All Students","03","49","49",17,"34.6939",25,"51.0204",7,"14.2857",13,"26.5306",4,"8.1633"
3,2021,"School Level","Southwest Georgia RESA","789","Thomasville City","5050","Jerger Elementary School","All Students","All Students","03","110","110",73,"66.3636",17,"15.4545",20,"18.1818",30,"27.2727",43,"39.0909"
3,2021,"School Level","Southwest Georgia RESA","789","Thomasville City","3050","MacIntyre Park Middle School","All Students","All Students","08","183","183",103,"56.2842",56,"30.6011",24,"13.1148",27,"14.7541",76,"41.5301"
3,2021,"School Level","Southwest Georgia RESA","789","Thomasville City","3052","Scott Elementary School","All Students","All Students","05","44","44",16,"36.3636",18,"40.9091",10,"22.7273",10,"22.7273",6,"13.6364"
3,2021,"School Level","Southwest Georgia RESA","789","Thomasville City","3052","Scott Elementary School","All Students","All Students","03","59","59",6,"10.1695",41,"69.4915",12,"20.339",5,"8.4746",1,"1.6949"
3,2021,"School Level","Coastal Plains RESA","737","Tift County","0104","Annie Belle Clark Elementary School","All Students","All Students","03","86","86",36,"41.8605",31,"36.0465",19,"22.093",22,"25.5814",14,"16.2791"
3,2021,"School Level","Coastal Plains RESA","737","Tift County","0104","Annie Belle Clark Elementary School","All Students","All Students","05","83","83",43,"51.8072",30,"36.1446",10,"12.0482",22,"26.506",21,"25.3012"
3,2021,"School Level","Coastal Plains RESA","737","Tift County","5050","Charles Spencer Elementary School","All Students","All Students","03","37","37",9,"24.3243",23,"62.1622",5,"13.5135",5,"13.5135",4,"10.8108"
3,2021,"School Level","Coastal Plains RESA","737","Tift County","5050","Charles Spencer Elementary School","All Students","All Students","05","45","45",18,"40",20,"44.4444",7,"15.5556",10,"22.2222",8,"17.7778"
3,2021,"School Level","Coastal Plains RESA","737","Tift County","0299","Eighth Street Middle School","All Students","All Students","08","173","173",63,"36.4162",86,"49.711",24,"13.8728",22,"12.7168",41,"23.6994"
3,2021,"School Level","Coastal Plains RESA","737","Tift County","0173","G. O. Bailey Elementary School","All Students","All Students","05","56","56",21,"37.5",25,"44.6429",10,"17.8571",11,"19.6429",10,"17.8571"
3,2021,"School Level","Coastal Plains RESA","737","Tift County","0173","G. O. Bailey Elementary School","All Students","All Students","03","73","73",36,"49.3151",32,"43.8356",5,"6.8493",24,"32.8767",12,"16.4384"
3,2021,"School Level","Coastal Plains RESA","737","Tift County","1052","J. T. Reddick Elementary School","All Students","All Students","03","44","44",22,"50",18,"40.9091",4,"9.0909",12,"27.2727",10,"22.7273"
3,2021,"School Level","Coastal Plains RESA","737","Tift County","1052","J. T. Reddick Elementary School","All Students","All Students","05","25","25",12,"48",11,"44",2,"8",7,"28",5,"20"
3,2021,"School Level","Coastal Plains RESA","737","Tift County","2050","Len Lastinger Elementary School","All Students","All Students","03","63","63",29,"46.0317",22,"34.9206",12,"19.0476",17,"26.9841",12,"19.0476"
3,2021,"School Level","Coastal Plains RESA","737","Tift County","2050","Len Lastinger Elementary School","All Students","All Students","05","61","61",34,"55.7377",19,"31.1475",8,"13.1148",14,"22.9508",20,"32.7869"
3,2021,"School Level","Coastal Plains RESA","737","Tift County","4052","Matt Wilson Elementary School","All Students","All Students","03","45","45",17,"37.7778",23,"51.1111",5,"11.1111",6,"13.3333",11,"24.4444"
3,2021,"School Level","First District RESA","625","Savannah-Chatham County","0200","West Chatham Elementary School","All Students","All Students","05","45","45",17,"37.7778",23,"51.1111",5,"11.1111",11,"24.4444",6,"13.3333"
3,2021,"School Level","First District RESA","625","Savannah-Chatham County","0199","West Chatham Middle School","All Students","All Students","08","72","72",17,"23.6111",40,"55.5556",15,"20.8333",6,"8.3333",11,"15.2778"
3,2021,"School Level","First District RESA","625","Savannah-Chatham County","1070","White Bluff Elementary School","All Students","All Students","03","51","51",13,"25.4902",29,"56.8627",9,"17.6471",10,"19.6078",3,"5.8824"
3,2021,"School Level","First District RESA","625","Savannah-Chatham County","1070","White Bluff Elementary School","All Students","All Students","05","45","45",11,"24.4444",24,"53.3333",10,"22.2222",4,"8.8889",7,"15.5556"
3,2021,"School Level","First District RESA","625","Savannah-Chatham County","4070","Windsor Forest Elementary School","All Students","All Students","05","27","27",10,"37.037",13,"48.1481",4,"14.8148",10,"37.037",0,"0"
3,2021,"School Level","First District RESA","625","Savannah-Chatham County","4070","Windsor Forest Elementary School","All Students","All Students","03","30","30",7,"23.3333",21,"70",2,"6.6667",6,"20",1,"3.3333"
3,2021,"School Level","Chattahoochee-Flint RESA","723","Schley County","0198","Schley County Elementary School","All Students","All Students","03","78","78",43,"55.1282",28,"35.8974",7,"8.9744",18,"23.0769",25,"32.0513"
3,2021,"School Level","State Charter Schools","7820212","State Charter Schools- Cherokee Charter Academy","0212","Cherokee Charter Academy","All Students","All Students","03","62","62",31,"50",20,"32.2581",11,"17.7419",12,"19.3548",19,"30.6452"
3,2021,"School Level","State Charter Schools","7820617","State Charter Schools- Dubois Integrity Academy I","0617","Dubois Integrity Academy","All Students","All Students","05","107","107",43,"40.1869",52,"48.5981",12,"11.215",18,"16.8224",25,"23.3645"
3,2021,"School Level","State Charter Schools","7820617","State Charter Schools- Dubois Integrity Academy I","0617","Dubois Integrity Academy","All Students","All Students","03","74","74",21,"28.3784",39,"52.7027",14,"18.9189",10,"13.5135",11,"14.8649"
3,2021,"School Level","State Charter Schools","7820412","State Charter Schools- Georgia Connections Academy","0412","Georgia Connections Academy","All Students","All Students","05","42","42",34,"80.9524",4,"9.5238",4,"9.5238",10,"23.8095",24,"57.1429"
3,2021,"School Level","State Charter Schools","7820412","State Charter Schools- Georgia Connections Academy","0412","Georgia Connections Academy","All Students","All Students","08","73","73",61,"83.5616",8,"10.9589",4,"5.4795",10,"13.6986",51,"69.863"
3,2021,"School Level","State Charter Schools","7820120","State Charter Schools- Georgia Cyber Academy","0120","Georgia Cyber Academy","All Students","All Students","05","587","587",316,"53.833",184,"31.3458",87,"14.8211",130,"22.1465",186,"31.6865"
3,2021,"School Level","Coastal Plains RESA","737","Tift County","4052","Matt Wilson Elementary School","All Students","All Students","05","57","57",25,"43.8596",25,"43.8596",7,"12.2807",10,"17.5439",15,"26.3158"
3,2021,"School Level","Coastal Plains RESA","737","Tift County","3052","Northeast Middle School","All Students","All Students","08","27","27",6,"22.2222",18,"66.6667",3,"11.1111",0,"0",6,"22.2222"
3,2021,"School Level","Coastal Plains RESA","737","Tift County","3050","Northside Elementary School","All Students","All Students","03","59","59",23,"38.9831",20,"33.8983",16,"27.1186",10,"16.9492",13,"22.0339"
3,2021,"School Level","Coastal Plains RESA","737","Tift County","3050","Northside Elementary School","All Students","All Students","05","48","48",19,"39.5833",22,"45.8333",7,"14.5833",13,"27.0833",6,"12.5"
3,2021,"School Level","Coastal Plains RESA","737","Tift County","4050","Omega Elementary School","All Students","All Students","03","46","46",13,"28.2609",20,"43.4783",13,"28.2609",6,"13.0435",7,"15.2174"
3,2021,"School Level","Coastal Plains RESA","737","Tift County","4050","Omega Elementary School","All Students","All Students","05","45","45",26,"57.7778",14,"31.1111",5,"11.1111",10,"22.2222",16,"35.5556"
3,2021,"School Level","First District RESA","738","Toombs County","0204","Lyons Upper Elementary","All Students","All Students","05","137","137",66,"48.1752",46,"33.5766",25,"18.2482",38,"27.7372",28,"20.438"
3,2021,"School Level","Northwest Georgia RESA","785","Rome City","0173","West Central Elementary School","All Students","All Students","05","76","76",35,"46.0526",23,"30.2632",18,"23.6842",19,"25",16,"21.0526"
3,2021,"School Level","Northwest Georgia RESA","785","Rome City","2054","West End Elementary School","All Students","All Students","03","91","91",37,"40.6593",32,"35.1648",22,"24.1758",21,"23.0769",16,"17.5824"
3,2021,"School Level","Northwest Georgia RESA","785","Rome City","2054","West End Elementary School","All Students","All Students","05","112","112",57,"50.8929",39,"34.8214",16,"14.2857",26,"23.2143",31,"27.6786"
3,2021,"School Level","First District RESA","625","Savannah-Chatham County","2068","Andrea B Williams Elementary School","All Students","All Students","05","47","47",9,"19.1489",33,"70.2128",5,"10.6383",4,"8.5106",5,"10.6383"
3,2021,"School Level","First District RESA","625","Savannah-Chatham County","2068","Andrea B Williams Elementary School","All Students","All Students","03","44","44",3,"6.8182",36,"81.8182",5,"11.3636",2,"4.5455",1,"2.2727"
3,2021,"School Level","First District RESA","625","Savannah-Chatham County","1052","Bartow Elementary School","All Students","All Students","05","18","18",3,"16.6667",11,"61.1111",4,"22.2222",3,"16.6667",0,"0"
3,2021,"School Level","First District RESA","625","Savannah-Chatham County","1052","Bartow Elementary School","All Students","All Students","03","16","16",1,"6.25",14,"87.5",1,"6.25",1,"6.25",0,"0"
3,2021,"School Level","First District RESA","625","Savannah-Chatham County","4052","Bloomingdale Elementary School","All Students","All Students","05","29","29",11,"37.931",12,"41.3793",6,"20.6897",4,"13.7931",7,"24.1379"
3,2021,"School Level","Chattahoochee-Flint RESA","723","Schley County","0198","Schley County Elementary School","All Students","All Students","05","70","70",53,"75.7143",8,"11.4286",9,"12.8571",17,"24.2857",36,"51.4286"
3,2021,"School Level","First District RESA","732","Tattnall County","0601","Reidsville Elementary School","All Students","All Students","03","105","105",27,"25.7143",53,"50.4762",25,"23.8095",14,"13.3333",13,"12.381"
3,2021,"School Level","First District RESA","732","Tattnall County","0601","Reidsville Elementary School","All Students","All Students","05","108","108",34,"31.4815",59,"54.6296",15,"13.8889",21,"19.4444",13,"12.037"
3,2021,"School Level","First District RESA","732","Tattnall County","0101","Reidsville Middle School","All Students","All Students","08","144","144",63,"43.75",66,"45.8333",15,"10.4167",17,"11.8056",46,"31.9444"
3,2021,"School Level","Chattahoochee-Flint RESA","733","Taylor County","0107","Georgia Center","All Students","All Students","08","10","10",0,"0",9,"90",1,"10",0,"0",0,"0"
3,2021,"School Level","Chattahoochee-Flint RESA","733","Taylor County","0205","Taylor County Middle School","All Students","All Students","08","87","87",41,"47.1264",37,"42.5287",9,"10.3448",14,"16.092",27,"31.0345"
3,2021,"School Level","Chattahoochee-Flint RESA","733","Taylor County","0105","Taylor County Upper Elementary","All Students","All Students","03","75","75",21,"28",48,"64",6,"8",13,"17.3333",8,"10.6667"
3,2021,"School Level","Chattahoochee-Flint RESA","733","Taylor County","0105","Taylor County Upper Elementary","All Students","All Students","05","88","88",19,"21.5909",62,"70.4545",7,"7.9545",14,"15.9091",5,"5.6818"
3,2021,"School Level","Heart of Georgia RESA","734","Telfair County","0104","Telfair County Elementary","All Students","All Students","05","83","83",32,"38.5542",32,"38.5542",19,"22.8916",16,"19.2771",16,"19.2771"
3,2021,"School Level","Metro RESA","722","Rockdale County","0174","Honey Creek Elementary School","All Students","All Students","05","33","33",12,"36.3636",15,"45.4545",6,"18.1818",11,"33.3333",1,"3.0303"
3,2021,"School Level","Metro RESA","722","Rockdale County","5050","House Elementary School","All Students","All Students","05","71","71",26,"36.6197",34,"47.8873",11,"15.493",12,"16.9014",14,"19.7183"
3,2021,"School Level","Metro RESA","722","Rockdale County","5050","House Elementary School","All Students","All Students","03","75","75",16,"21.3333",44,"58.6667",15,"20",9,"12",7,"9.3333"
3,2021,"School Level","Metro RESA","722","Rockdale County","0197","Lorraine Elementary School","All Students","All Students","03","70","70",26,"37.1429",31,"44.2857",13,"18.5714",16,"22.8571",10,"14.2857"
3,2021,"School Level","Metro RESA","722","Rockdale County","0197","Lorraine Elementary School","All Students","All Students","05","63","63",34,"53.9683",22,"34.9206",7,"11.1111",15,"23.8095",19,"30.1587"
3,2021,"School Level","Metro RESA","722","Rockdale County","0294","Memorial Middle School","All Students","All Students","08","100","100",61,"61",30,"30",9,"9",15,"15",46,"46"
3,2021,"School Level","Metro RESA","722","Rockdale County","0102","Peek's Chapel Elementary","All Students","All Students","03","43","43",11,"25.5814",26,"60.4651",6,"13.9535",6,"13.9535",5,"11.6279"
3,2021,"School Level","Metro RESA","722","Rockdale County","0102","Peek's Chapel Elementary","All Students","All Students","05","42","42",14,"33.3333",19,"45.2381",9,"21.4286",7,"16.6667",7,"16.6667"
3,2021,"School Level","First District RESA","625","Savannah-Chatham County","0512","Rice Creek School","All Students","All Students","08","25","25",8,"32",12,"48",5,"20",3,"12",5,"20"
3,2021,"School Level","First District RESA","625","Savannah-Chatham County","0512","Rice Creek School","All Students","All Students","03","30","30",8,"26.6667",19,"63.3333",3,"10",4,"13.3333",4,"13.3333"
